,actually,afterit,alas,alice,alicestarted,alittle,amoment,andpicking,andpictures,andthe,asshe,away,began,beginning,belong,bit,book,burning,butthe,butthey,came,cameupon,cat,chain,close,come,coming,considering,conversations,corner,cupboards,curiosity,curtain,daisies,daisy,dark,dear,deep,delight,did,dinah,door,doors,dozing,drop,dryleaves,ears,end,eyes,fall,falling,feel,feet,fell,felt,field,fitted,flashed,getting,glass,golden,great,greatdisappointment,hadplenty,hall,hanging,having,heap,hear,hedge,high,hole,hopethey,hung,hurried,hurrying,hurt,idea,inches,init,itwould,jar,jumped,just,key,keyin,labeled,large,late,lateit,like,lit,little,ll,lock,locked,long,longer,look,looked,lost,low,maps,marmalade,mevery,middle,milk,mind,miss,moment,neverbefore,night,nothingelse,noticed,oflamps,ofmaking,oh,ohdear,open,orange,orconversations,overhead,passage,passed,past,peeped,pegs,pictures,pink,pleasure,pocket,pop,rabbit,ran,ranclose,rate,reading,remarkable,remember,roof,round,row,sadly,saucer,saw,say,second,seemedto,seen,shall,shelves,sideand,sides,sight,sister,sitting,sleepy,slowly,small,solid,somanaged,soon,sovery,sticks,stopping,straight,stupid,suddenly,table,takeout,talking,tea,thatthis,thebank,thebook,theday,thelocks,thendipped,therewas,think,thinkabout,thought,thump,time,tiny,tired,tohear,tomake,took,tried,trouble,trying,tunnel,turned,twice,underthe,use,waistcoat,walked,watch,watchout,way,went,werefilled,whensuddenly,whiskers,white,wind,wishyou,wondering,worth
0,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,3,1,2,2,1,1,2,1,1,3,1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,3,4,1,1,1,2,1,1,1,1
